session_id,customer_id,login_time,logout_time,features_used,session_channel,session_duration_min
b223be95-c435-49f8-b8d4-590f241255ba,65a2a27f-2394-4e62-a506-fe6b6f2cd4da,2024-01-30,2024-03-04,"['loan_calc', 'notifications']",Mobile,48462
ea1da1a2-5924-4202-ab13-13a41384461f,6a7eb539-dbaa-4698-a389-4db00485be67,2024-03-01,2024-03-26,['loan_calc'],Web,35938
bfec3f14-6dfb-4477-8118-b68397ad24cf,c4ae513d-03e0-4c7e-9300-cac44de50dce,2024-02-13,2024-03-20,"['budgeting', 'notifications', 'savings_pot']",Web,52300
7da54a7b-6007-4ee6-bdf9-f06dcbb7632c,167f1806-b5cf-4132-a2a2-557edc8a9998,2024-02-17,2024-02-03,"['savings_pot', 'budgeting']",Web,-20491
313efcdc-fd74-4783-810a-3487d6d3ca7a,f17065a9-a5e9-4054-aaf0-74006ae50b46,2024-02-04,2024-02-11,"['savings_pot', 'notifications', 'budgeting']",Web,10216
6a39777e-14c3-496f-bff1-441e36c29558,bb62fa05-c850-4b26-a89e-3da03f752247,2024-01-29,2024-03-27,['notifications'],Mobile,83437
ca84fdc4-9dce-4b62-89f5-36932a05f1c3,ed2aed15-a2d2-41dd-bd35-cc807636b563,2024-03-28,2024-02-14,"['notifications', 'savings_pot', 'loan_calc']",Web,-61416
b189ed31-a3fb-4d49-94db-cb7bad5e78b6,5f431c9e-fe90-4201-bb9c-641f8d1f6dc6,2024-01-16,2024-01-30,"['notifications', 'budgeting']",Mobile,20209
adf6c1d8-cabf-432a-8450-4bc8759ad8c4,5bd9598c-9014-47be-acc4-7a5b7ccf981b,2024-02-11,2024-02-22,['savings_pot'],Web,16039
7e320e6f-3420-4365-9881-b026eff8ecd3,8820655f-afd6-4b9b-977b-c39bd0ea0413,2024-03-24,2024-01-01,"['loan_calc', 'budgeting', 'savings_pot']",Mobile,-119219
83a6f303-5519-40e7-a581-f00e26c57207,0bbeec69-3774-4eec-8b51-4f8d545dd517,2024-02-18,2024-03-20,"['savings_pot', 'budgeting', 'loan_calc']",Web,44021
44ade0fa-450d-408e-9b08-1e8698d5e245,43d8f8b0-4bd2-4db3-bfa8-e091c58f2b53,2024-02-01,2024-03-11,"['savings_pot', 'budgeting', 'notifications']",Mobile,56608
1b543fe2-61a4-4509-a219-1fb0b4365f30,d0821df1-d7b9-4dbe-8076-07970ee35c66,2024-02-19,2024-03-18,"['savings_pot', 'budgeting']",Mobile,39448
b5a04602-0e58-49f1-9abb-d1bdb115cda2,be13e91b-ee58-4fd6-ae80-fe9ae53d6711,2024-02-02,2024-03-07,"['loan_calc', 'budgeting']",Web,49612
9e44dd7c-5493-4ff2-a777-d63c701374c4,28b7afdf-188a-4493-9c2b-1799c2cf6e42,2024-03-02,2024-01-09,['budgeting'],Mobile,-76369
5d585981-d57d-4a34-bdfa-ec909fa1b6db,128a63d2-8ce2-47dc-8280-e40fc31ddda7,2024-03-11,2024-03-07,"['loan_calc', 'savings_pot']",Mobile,-5372
4135cc4f-8235-41a4-946e-7de89049a864,f9fead34-03aa-4fcc-ab20-3246df86337d,2024-03-19,2024-03-29,"['loan_calc', 'savings_pot', 'budgeting']",Mobile,13706
b017a71d-465c-4f5c-8751-e2d26af3e92b,cf7ee6b4-2c1c-46a7-8808-f186f2f91f65,2024-03-06,2024-02-11,"['notifications', 'savings_pot']",Mobile,-34394
dc722fa1-d99f-4c15-9fff-2a53ea74f9a4,4a196101-1fe2-41e7-86c7-5a53454c0dad,2024-03-02,2024-02-27,['savings_pot'],Web,-6007
d0452dca-310c-4046-b449-0e4d7f1cf49a,a42fcfba-edf9-4493-bf56-44bf71f1b0b7,2024-02-28,2024-03-01,"['budgeting', 'notifications']",Mobile,2741
4144475a-b9f0-403b-ad29-b8ab1f2303ee,a26781e8-3fdc-4f2f-b43f-15b898550857,2024-03-14,2024-03-04,['savings_pot'],Mobile,-13931
9700eac1-59e8-4628-93bd-9490cd435504,ed2aed15-a2d2-41dd-bd35-cc807636b563,2024-03-04,2024-02-02,['budgeting'],Web,-43911
391a9113-af6e-465f-bb3a-131f142e07aa,bc553463-d6ff-43ee-ab2c-fbf7a8f72373,2024-01-25,2024-03-18,"['savings_pot', 'budgeting', 'notifications']",Web,76785
318a56f7-4a72-429f-ad07-a70b51b99bd7,ed2aed15-a2d2-41dd-bd35-cc807636b563,2024-02-25,2024-01-06,"['budgeting', 'savings_pot', 'loan_calc']",Web,-71653
27328457-dc0d-43ef-b415-100afa32d9b4,54cac78b-1cd2-4b7a-b012-b6b2e2adb653,2024-02-14,2024-03-13,"['budgeting', 'loan_calc', 'notifications']",Mobile,40839
a71dd2e0-90bb-4b7f-9a67-2a3f48effc2b,f255a341-30a4-4d3b-9bc2-7c0aced48802,2024-01-18,2024-02-18,"['budgeting', 'loan_calc', 'notifications']",Mobile,44858
d892e271-2747-49e2-bc9c-469c67e8fc79,e86af8d2-762c-4947-a8aa-3b826ba788b3,2024-03-28,2024-02-06,['budgeting'],Web,-73341
334711e1-b1b2-49c8-8419-feeda32c70b0,223199b7-fe9b-4867-8cfb-99797a14c4e0,2024-01-23,2024-01-20,"['notifications', 'savings_pot']",Mobile,-3750
99bd449c-09ad-4a4e-858b-61ffd0404493,1555f578-aa30-45ad-8afa-5b114723aebe,2024-01-26,2024-03-29,['loan_calc'],Web,90335
2ebb13b0-1756-4b9c-a6ba-621c9d6b9055,e46df74c-7f2b-43e3-8d22-10fee719080c,2024-02-20,2024-02-09,"['savings_pot', 'budgeting']",Mobile,-16825
22f98437-9af0-4325-aebc-a82cf9979084,4b55fd91-be54-4b88-b044-ee20abdc1f38,2024-01-28,2024-03-16,"['budgeting', 'savings_pot', 'loan_calc']",Web,69000
442cb877-39c4-4ef0-b5f1-e748a4be3596,c4be35d2-66c4-4069-aefe-7bc6a03a821b,2024-01-21,2024-01-20,"['budgeting', 'loan_calc', 'savings_pot']",Mobile,-1696
7622d13e-abbc-4d35-9211-7d35209e0b0a,3910ee2e-8293-4328-ad64-bd9adf66a043,2024-03-26,2024-02-15,"['savings_pot', 'notifications', 'budgeting']",Web,-58549
c857dfe2-8710-42ca-984b-2ed86de110d7,4fdd6850-cef6-41bf-b706-82aadbe7f010,2024-03-29,2024-01-25,"['budgeting', 'savings_pot', 'notifications']",Mobile,-92314
171bfbc4-8db3-4a52-b14a-63e6be591d77,7aa0c4af-901e-4ce9-82f3-b5b3199725ad,2024-03-30,2024-01-30,['notifications'],Web,-86418
fd33e0e6-122d-4345-8fce-2686d7fa9c9d,1607f24f-bb58-4522-b81a-97e18ee0352f,2024-01-28,2024-03-16,['savings_pot'],Mobile,69574
e962afb7-6000-4e2b-ab84-c8f135e56259,a1a79fce-e342-402e-876a-d0b12377e3e1,2024-03-11,2024-01-26,"['savings_pot', 'notifications']",Mobile,-63898
e73b9126-8009-4969-b9f4-74359e859bad,5b992c6f-8a90-411c-90a5-7cca60394c59,2024-01-27,2024-01-31,"['notifications', 'savings_pot', 'budgeting']",Mobile,6400
0e6d5692-d247-463e-bc73-fbedd1ec1e91,59550c46-476f-4052-9ffe-46a3874804ef,2024-03-05,2024-02-19,['notifications'],Web,-20645
409b3462-af11-4601-991c-e77b69786c05,b833ba14-c993-4e95-b7cb-9428978426b1,2024-01-19,2024-02-22,['notifications'],Mobile,48592
25c85c98-1c9b-4d78-9b62-27e7744a5564,a3fcb176-4d9a-40c9-bd91-2233af8ad45c,2024-03-03,2024-01-12,"['savings_pot', 'budgeting']",Mobile,-73344
84eb4b43-ef3d-42f5-8059-a67778399674,2a10bb85-2fa7-4b29-bf3f-74df3b5db165,2024-03-05,2024-02-21,['budgeting'],Mobile,-18189
926f8a38-bbec-4c4b-84d6-8a603d41c030,46a2fa86-4dd5-451e-a10c-52bc2a052ee0,2024-02-14,2024-03-18,['notifications'],Web,47644
d4ab8ea8-a028-4749-9a88-e4175a516539,4a196101-1fe2-41e7-86c7-5a53454c0dad,2024-01-29,2024-02-14,['budgeting'],Mobile,22069
9ef41310-1c57-45b5-97f4-4d5b081bd582,f6c40bcb-c791-4f4f-b113-0c226c64f08b,2024-02-13,2024-03-12,"['budgeting', 'loan_calc', 'notifications']",Web,40446
f5d3e0df-b6b5-41fd-b416-0ebf7de770ac,1887357c-4e0f-4a4a-bc54-0a8166003e66,2024-02-01,2024-02-01,"['savings_pot', 'notifications']",Mobile,-654
93e17d1e-6e2b-4a90-99b2-fc6543900198,61c00ac2-f659-45f0-b8c4-b92176aad708,2024-02-21,2024-03-22,"['loan_calc', 'savings_pot']",Web,43744
63b4559a-2a7e-484a-b332-f1d9d8820375,528b49cd-7d83-49be-beea-2382b54d92da,2024-03-25,2024-03-03,['budgeting'],Web,-32908
73abd175-10b7-47bc-8586-a0f9c974f2af,32552244-6081-4286-ac24-e964ff9f7638,2024-03-26,2024-03-10,['budgeting'],Mobile,-22564
7069d87c-0fe4-4eca-86b5-ea60e449ef5c,f6b005ea-3260-4f65-bf0c-433d98c3bb92,2024-03-13,2024-01-05,"['loan_calc', 'notifications']",Web,-97900
eafeb529-6786-40fa-a5fe-0a64b3fbef0f,0a108a8d-6c7e-4393-a5d5-0e3825c33222,2024-03-06,2024-01-05,"['notifications', 'loan_calc']",Web,-88558
4ab6954d-9671-48e2-b383-6d24844016cc,7a9a31b8-9b0a-4e3b-8f20-f6a09662391a,2024-01-25,2024-01-10,['budgeting'],Mobile,-22781
fe4c00f2-5a88-4116-a852-49be2aaa4b57,60429018-6c67-434d-aac8-8c023be3d23a,2024-01-27,2024-02-27,['budgeting'],Web,44363
bb30dafa-f1e8-443e-b20d-d0da2a7243ec,44aaafd7-ca3c-4dd6-9ae0-52f572f60952,2024-01-12,2024-03-12,['savings_pot'],Web,86781
dcb47592-20ae-4a8d-aa86-91afd060fa00,e12bd2c6-b899-4333-b124-4092a8a1277b,2024-02-22,2024-03-17,"['loan_calc', 'savings_pot']",Web,34512
c03199f4-dbe9-4fbc-a10b-0b61f2033b17,7423a730-c902-487f-8732-fe676e6a1bd1,2024-03-02,2024-02-11,"['loan_calc', 'notifications', 'budgeting']",Web,-28438
a99a94d6-bc41-4568-98a9-a67fa8f3e2d1,50e7cd0e-61a8-4c6c-8309-d44d67c16bfe,2024-02-19,2024-01-02,"['loan_calc', 'budgeting']",Mobile,-69053
190fa546-5feb-4fa5-b974-939b3149261d,97c662b2-4df6-46bc-ad30-c5ba23a5303a,2024-02-04,2024-01-12,['notifications'],Web,-33473
712817a3-0601-4181-9c7e-341eb8d3173a,3f0bab7f-609d-452a-a2bd-cf866a487247,2024-03-22,2024-03-25,"['notifications', 'savings_pot']",Web,4423
f3eca41c-332d-4076-a8b7-fb9efddb7596,58cc783c-e7c5-4dc2-8716-642f10168b1f,2024-03-30,2024-03-19,"['notifications', 'savings_pot']",Mobile,-16047
70c861a5-5f53-4201-987c-c144db3aaa36,476ce902-95e8-4817-89d9-7034a28fdffa,2024-02-05,2024-01-15,"['savings_pot', 'budgeting', 'loan_calc']",Mobile,-30995
63eda4aa-a3c2-46dc-ba5c-50800ebf8e74,7d6f5426-d97b-42ef-9eaa-c043c6bb77da,2024-03-15,2024-02-10,"['budgeting', 'notifications', 'loan_calc']",Web,-49416
6d01c00d-63e6-4995-9d79-c95d8c39b856,435ee49d-59d2-491d-9289-b214862ba3fc,2024-02-01,2024-02-11,"['notifications', 'loan_calc']",Mobile,14609
f044157c-2f8b-4c01-8e6d-b9c10593d897,11a85f9a-cadb-46c4-a69a-c71177db00d2,2024-03-27,2024-01-01,"['notifications', 'budgeting', 'savings_pot']",Mobile,-125024
77908161-2bdd-4be4-80d4-40c4d7ac0f25,1c74d0fb-4ace-40a1-a8ce-147bf8beddd2,2024-03-11,2024-03-28,"['budgeting', 'loan_calc']",Mobile,24254
3d18c83c-81d4-41d4-9bd5-6f574cc209a9,e8199bae-23b5-4f3c-9c62-3fe7e898ea92,2024-03-14,2024-02-08,"['savings_pot', 'notifications', 'loan_calc']",Mobile,-49380
5a6f7b74-1409-40cb-b4bb-89e91b7b2422,471e2777-a784-48cd-9534-d9e394cee980,2024-01-14,2024-01-19,['notifications'],Mobile,7330
ee7a19a6-0f4b-4144-9b67-09e137e21b3c,0694960c-86c0-4e30-80ec-28425671e497,2024-01-27,2024-03-03,"['budgeting', 'notifications']",Mobile,52195
a58f68a0-ce92-48fe-9115-238e38462c8d,49cf1c24-20a2-440c-97f6-44d9c353e95f,2024-01-04,2024-03-23,"['loan_calc', 'budgeting']",Mobile,113694
f8600f56-9a0c-45ed-a787-5fa28c26566f,da3e6864-e4d6-444f-8ba8-e59d61259065,2024-01-27,2024-01-13,"['savings_pot', 'loan_calc', 'notifications']",Mobile,-20400
a3b0290c-9e11-44fc-b309-aa7e9b58f8be,4ea8463e-a430-47d8-90e5-2f57b0885547,2024-03-27,2024-03-21,"['budgeting', 'savings_pot', 'notifications']",Mobile,-9580
9574d6a4-d2cc-4b33-af62-1035e0fbde9b,edf90d3b-a609-46d7-8365-b57253bd35d1,2024-03-06,2024-02-29,"['loan_calc', 'notifications']",Web,-8397
cd72d39f-a3f7-408c-b992-3291d6655a67,515959b9-db6f-447a-bb8d-9a141e5da95b,2024-01-08,2024-01-28,"['notifications', 'budgeting', 'loan_calc']",Web,29218
5248591e-77ac-459d-af9a-c743929360d5,f4aebad9-1a1f-45a2-98ef-90b0d189e7b3,2024-02-01,2024-01-15,['savings_pot'],Web,-24551
d59cfc97-7616-4804-9cfc-6a51f2554c0e,e315bb98-ec89-4a50-b259-824d457ee0e8,2024-03-25,2024-03-20,"['notifications', 'savings_pot', 'budgeting']",Web,-6489
213fe42c-efc8-457a-842c-7dfc90b8fd8d,25d3e60f-edcc-4b11-8780-e6eb81d75abc,2024-02-10,2024-03-25,['notifications'],Web,64281
b25fb236-77fd-4ce0-aecb-4cfcd5e9e7cb,e001a706-b158-424c-8743-f469e0314cb4,2024-02-29,2024-03-20,"['savings_pot', 'notifications']",Mobile,28928
59fe508d-c043-4a5f-a556-9e7c3fcf1a03,e70dd736-e5ad-45ae-b821-769ac81f3e18,2024-01-24,2024-01-25,"['budgeting', 'loan_calc']",Mobile,2314
46dbaf26-ba1e-4c46-bdc2-18d4b5e971e2,0a108a8d-6c7e-4393-a5d5-0e3825c33222,2024-03-09,2024-01-09,['notifications'],Web,-85711
9150135f-728d-4c83-adfd-66a801fe94cb,45534b52-ef77-457e-b084-0b7c2560d9e9,2024-02-13,2024-02-29,"['savings_pot', 'budgeting']",Web,23015
b4f5a6d2-6831-4492-82bc-a5d6c2b5ac83,3a4aa2c4-649e-49c2-85b5-6fe3bb256a38,2024-01-20,2024-02-02,"['notifications', 'loan_calc']",Mobile,19205
3b97dbed-7127-46e9-8a1d-d3d4b10a7aba,33d3821a-aa07-41be-a061-5bedaf99ab67,2024-01-19,2024-01-23,"['budgeting', 'savings_pot']",Web,6344
d281e3de-e436-4157-8707-70758df31bae,39a37987-5875-4daa-9b05-843c04faf920,2024-03-16,2024-01-08,"['loan_calc', 'budgeting']",Mobile,-97708
18b33caa-0fce-461d-993a-e95ba7bbf8d5,62f2eb7c-f963-438d-8043-bda6c0263875,2024-02-19,2024-02-03,"['budgeting', 'notifications']",Web,-21844
ea670202-5793-4184-8e1b-be241438955c,5361a714-36a1-4ad4-bf9f-27cca6906312,2024-01-25,2024-03-01,"['notifications', 'budgeting']",Mobile,51571
ce7c1ded-c7db-4376-871a-252236afde25,81777a4b-099e-48fb-8466-9d9ff0d0f037,2024-03-25,2024-03-23,"['budgeting', 'notifications', 'savings_pot']",Web,-3821
eb129dbc-d1d0-44f3-85d6-aa0d0ef14e33,4e5e5d9e-c0b1-415f-87ed-9ea495065c24,2024-02-21,2024-02-29,"['savings_pot', 'loan_calc', 'notifications']",Mobile,11400
3acfb163-149c-4f8b-bd17-18962a225d9c,f02b18d5-7d1f-4ad9-9286-2181b455cd2a,2024-03-04,2024-01-16,"['loan_calc', 'budgeting']",Web,-69543
dfb3f87a-8a5f-49ab-ab8f-4f8bd1bed9c3,44aaafd7-ca3c-4dd6-9ae0-52f572f60952,2024-01-25,2024-01-05,['notifications'],Web,-28804
b73b8a93-d220-4c23-98fb-ee41697558d5,24bb3971-9e38-48ae-9b42-9f53a449cc4b,2024-01-13,2024-02-06,"['notifications', 'loan_calc']",Mobile,33967
453ae23b-b7fc-4586-be0e-bfd7ac45427d,0acc8eb1-7064-43d4-bdf9-8164f5b9b046,2024-01-10,2024-02-26,"['loan_calc', 'notifications', 'savings_pot']",Mobile,67693
5324df59-c1e6-4143-99b1-0c2bc66ce38d,8f783b60-bcd7-4424-a5ef-4f3a9fb8cf5b,2024-02-26,2024-01-28,['budgeting'],Web,-40645
ac3773eb-a8b9-42c3-a16c-a0119b5f2d18,c9a94f01-ab03-4c5c-acd5-a742677834fa,2024-03-08,2024-03-07,"['savings_pot', 'budgeting', 'notifications']",Web,-1944
0bb68d1c-8edc-477d-bbba-d0ea58a71cff,e46653cc-6c33-459b-8c7f-2ff4f3e6fe5a,2024-02-23,2024-03-04,"['loan_calc', 'notifications']",Mobile,14770
fdc9caac-43b8-4f93-8665-14abc06acdc4,ac997db4-da03-4f9d-8f92-32c2a20d0039,2024-01-22,2024-03-09,"['loan_calc', 'notifications', 'budgeting']",Mobile,67636
a7b0fc7c-5044-4a48-9f90-075eebb45ac9,ce3547be-7082-43ce-87e9-cdd80dd8f2fb,2024-01-23,2024-01-22,['savings_pot'],Mobile,-1080
5bc542bc-c359-4495-a3d7-849df9467bdb,60429018-6c67-434d-aac8-8c023be3d23a,2024-01-05,2024-02-09,"['savings_pot', 'loan_calc']",Web,49617
cc02628b-6536-4c1b-9d6c-60445cb3fb3e,94acfcee-13de-418e-a9ff-c0e4eab72ade,2024-03-01,2024-02-29,"['notifications', 'budgeting', 'savings_pot']",Web,-1871
e9386435-4deb-4080-ad3f-36dabb6eb4f2,cf7ee6b4-2c1c-46a7-8808-f186f2f91f65,2024-03-23,2024-01-09,"['savings_pot', 'budgeting', 'loan_calc']",Mobile,-106681
0917e0ec-3fab-4786-a342-6dd0b0f67a44,b99f797e-2860-4a6a-afe5-20d033756372,2024-02-18,2024-03-05,"['savings_pot', 'notifications']",Web,22641
39f4504e-ea25-436b-97f5-20c82d942a38,0cf22333-b7d9-45ac-b33c-07e8d614ca37,2024-01-21,2024-01-09,['loan_calc'],Web,-17094
c477c747-4c63-4993-bdae-691414ae7d6c,f8d814b6-46c8-4118-a4c9-29a78e34e93e,2024-02-28,2024-01-01,['notifications'],Mobile,-83464
796a29bb-c8e7-4c9d-8183-48ac3ce77c20,42fc3c58-ba43-4e75-9282-3b4889f6e86a,2024-01-22,2024-01-20,['budgeting'],Web,-2535
d96706db-653a-49da-bf42-4b3b3d1e10d5,91c49acd-d210-483b-8035-da45356b8d37,2024-01-05,2024-02-13,"['notifications', 'loan_calc']",Mobile,55626
3b4ac664-37af-43a0-b4f4-0ac10fc433d3,866f081a-4d85-4f74-b56d-026c8184efd0,2024-01-10,2024-01-08,"['savings_pot', 'notifications', 'budgeting']",Mobile,-2908
ea69d4a4-8d02-4a74-9a9c-409a7f67b767,17c6f93f-e169-4c24-9992-3a65d10d3af9,2024-02-07,2024-01-13,"['budgeting', 'loan_calc', 'savings_pot']",Web,-36769
4ca93678-d658-4dad-9a28-773ec3c17e7c,a62e154e-e908-419d-aae1-a75bcdceccb2,2024-01-31,2024-02-24,"['notifications', 'loan_calc', 'budgeting']",Web,34532
589c4093-3d46-4b41-8ae1-f0220e913c06,d676e249-7138-42d0-9b9c-a0ba9344cb61,2024-03-06,2024-01-21,"['savings_pot', 'loan_calc', 'budgeting']",Mobile,-64368
91b14b48-72be-4c4d-bdd4-4769983e7bd2,b2248a5f-226b-4c15-95b0-2b7826018f74,2024-02-12,2024-02-17,['notifications'],Mobile,6176
99469ea1-3f30-42ab-8b5a-d73817c7b341,8b0f9bd4-30fd-42ed-866f-4ec2d842dac3,2024-01-10,2024-03-02,"['loan_calc', 'notifications', 'savings_pot']",Mobile,75958
cb92d48d-7101-4a3a-99b5-99056e04d873,3cfc26b8-fe08-44cb-ab4b-3692ab86489f,2024-03-03,2024-02-10,"['savings_pot', 'notifications']",Web,-30940
fd4aea82-2c14-4db3-a871-809884a8e157,c222022e-f0c1-430e-9459-c2a9c87799de,2024-03-11,2024-01-01,"['loan_calc', 'savings_pot']",Mobile,-99798
a7d346e7-32a3-4dd0-941d-7315c7be8ad0,a42fcfba-edf9-4493-bf56-44bf71f1b0b7,2024-01-13,2024-01-01,"['savings_pot', 'budgeting']",Mobile,-16952
959c82d4-a818-4b53-aa3f-662a1698d965,c87b7612-fd7f-445c-ab11-43cee45e0ea0,2024-01-01,2024-03-04,"['loan_calc', 'notifications']",Mobile,90504
b875cfac-0eec-4f82-bcb3-5f2729f018de,6676aca8-6740-42b0-81e4-358c6f7cf008,2024-03-28,2024-02-01,"['loan_calc', 'notifications', 'budgeting']",Mobile,-81379
e3b0defe-1f31-401f-95b6-e3ba48f93239,c9a94f01-ab03-4c5c-acd5-a742677834fa,2024-02-20,2024-03-15,['savings_pot'],Web,34975
803ad134-c6d9-470a-a972-6dfe909c6dec,2988a873-6f28-441e-bafb-f2a096709788,2024-03-30,2024-01-11,"['loan_calc', 'notifications', 'savings_pot']",Web,-112360
4d5873a0-d246-488b-9f54-12724d792c5b,4cc07676-27f6-44e2-a022-2a794bd5b345,2024-03-25,2024-03-30,"['savings_pot', 'loan_calc', 'budgeting']",Mobile,7751
b5a69707-1c0a-4030-9369-caaca08ffb00,e91d2bfb-1609-4290-8934-f0a30ccda5a4,2024-01-15,2024-03-19,"['loan_calc', 'notifications', 'budgeting']",Web,92075
77bb3c3c-1b6e-444b-b1b8-df88a4311ec5,82e1c0a8-d53c-4aa6-8528-f7b00b635030,2024-02-07,2024-02-08,"['notifications', 'loan_calc']",Web,2029
26ce30c6-97a3-400f-a459-920777b4bcad,32552244-6081-4286-ac24-e964ff9f7638,2024-02-29,2024-03-04,"['notifications', 'loan_calc', 'savings_pot']",Web,5403
b309dfff-7ad9-44d0-ba22-f363fce13c62,33afe775-cb8f-406f-a7d1-7c8a311bfdfd,2024-03-26,2024-01-13,"['budgeting', 'loan_calc']",Mobile,-105222
268b05ab-83dc-45b7-96bb-ce197f111502,7190e124-10c6-4444-bd14-74434bbfc61c,2024-03-21,2024-02-13,['budgeting'],Web,-52805
cae84586-74a3-4578-a57a-b0682528fccf,4d552037-746e-4142-a2c3-4b408369e9f9,2024-03-20,2024-01-07,"['savings_pot', 'budgeting']",Web,-105840
e281027c-43c1-4434-a699-812e563dd290,0a108a8d-6c7e-4393-a5d5-0e3825c33222,2024-02-13,2024-01-21,"['budgeting', 'notifications', 'savings_pot']",Mobile,-32332
27b149cf-73ab-4053-bdd1-56b3ed726b9c,2fddd608-4438-4998-b590-ec1418e4c90e,2024-02-13,2024-02-04,['loan_calc'],Mobile,-12361
5c7bd8a6-3cd9-44a4-b1b7-fc9ca45cc755,da3e6864-e4d6-444f-8ba8-e59d61259065,2024-02-29,2024-01-09,"['loan_calc', 'budgeting', 'notifications']",Web,-73549
cffefe73-2a88-441a-bb64-ad6dd41e8ee0,dda9ef5a-458d-46b7-963e-3bc9b44bd270,2024-01-19,2024-03-07,"['loan_calc', 'budgeting', 'notifications']",Web,69649
28309031-18ea-4e15-bbef-fa58557fc1fe,c2426a9a-833b-4c90-a442-75ff3e587d03,2024-03-09,2024-03-14,"['notifications', 'budgeting']",Mobile,6570
b05eff04-faa3-4ff5-a3ee-33ff094e8cb3,20298690-cef9-42d8-8284-e5413a7c1c5a,2024-03-28,2024-01-10,"['savings_pot', 'loan_calc', 'notifications']",Mobile,-112907
7404578e-d8bd-4616-9d4a-1f17ac0a434a,3e549daf-84c8-4071-81bb-dcd71c17906f,2024-01-27,2024-01-10,['loan_calc'],Mobile,-24113
b362982d-39ec-4c62-b839-31995a11bbbc,3f7e4a32-4e15-4925-91a8-c0a641791c2a,2024-01-30,2024-01-29,"['budgeting', 'savings_pot', 'loan_calc']",Mobile,-1015
24a471bb-df52-48c7-ad30-efccc61d1857,73e7ea79-0504-4729-b5f5-1ac889a98486,2024-01-26,2024-02-03,"['loan_calc', 'notifications']",Web,10778
ecc6aa4e-10de-4903-9f50-773014ca066e,f17065a9-a5e9-4054-aaf0-74006ae50b46,2024-02-28,2024-03-21,['budgeting'],Mobile,30823
