usage_id,customer_id,date,product_type,action_type,amount,is_mobile,time_on_app_minutes
6f31b7ed-463c-4458-bee2-4b2535871feb,6c80b943-be98-4ac1-986f-db7316633f76,2024-02-10,Loan,Deposit,962.91,TRUE,8
182a5f09-f98a-44ef-8fb0-238f3188706b,049e0d3d-529e-4af6-b457-fe534932938f,2024-03-25,Loan,Withdrawal,604.81,TRUE,13
ec0cf3fc-9a8f-4f15-9069-fc9137ed974a,75391525-375c-4a6e-9935-8ba83c44d1f6,2024-01-16,Credit Card,Deposit,29.47,FALSE,23
0b5ceb3a-bb36-41e3-9b71-22d9e8d66fdb,8820655f-afd6-4b9b-977b-c39bd0ea0413,2024-02-08,Credit Card,Deposit,154.26,FALSE,11
b3680639-d4e1-45f3-85bb-ca0aeab22241,59550c46-476f-4052-9ffe-46a3874804ef,2024-03-05,Savings,Transfer,40.89,TRUE,28
bb677f9b-a96c-43eb-8cf3-34b5f936c473,6af67ab0-fc1c-4863-be57-7b96c4f6e3ff,2024-02-09,Savings,Withdrawal,111.78,TRUE,29
a1577b67-3168-45c4-9921-fe7048e7f967,1819803e-63cc-4fa1-bcdc-7a1b72a1226e,2024-03-26,Savings,Deposit,12.68,FALSE,25
09ecd8a9-ac33-4202-a410-1aed7d8901d2,93a15283-3468-4f78-9b5f-6c343803a54f,2024-02-22,Savings,Repayment,50.7,TRUE,7
becb0ced-768c-499d-8322-43937e383bb0,46e7fd64-0624-4580-842c-ea455da1842d,2024-02-11,Loan,Withdrawal,90.28,FALSE,17
c03207e1-887d-464d-8718-76b0ade113a4,0036471c-c2ad-4c44-834c-d7aa0f8d0552,2024-02-21,Loan,Withdrawal,115.48,TRUE,18
d7ac6f8a-e9f8-4cc9-a483-e2ced7a0aed9,091af577-b7c0-49ad-8dc3-5b67b58221b5,2024-03-30,Credit Card,Withdrawal,758.81,FALSE,22
147776fd-6e21-4297-a6d1-71e6cbed78a1,11a85f9a-cadb-46c4-a69a-c71177db00d2,2024-02-07,Savings,Transfer,329.91,FALSE,23
668afa59-0b0a-4287-b057-5950d451e277,515959b9-db6f-447a-bb8d-9a141e5da95b,2024-03-11,Savings,Repayment,267.43,FALSE,19
f88aa445-7ffb-41ee-a2da-0e82013e1d36,8f4db454-b1ec-458b-8d06-aa522b1616cd,2024-01-17,Credit Card,Withdrawal,154.02,FALSE,25
8db7f529-5656-491c-bd63-cd9ef89b0c0c,6b9a1019-0a9c-4f9b-ba4f-98a8562e5fde,2024-01-25,Savings,Deposit,366.51,TRUE,13
105fe58e-91d0-4197-b3fd-a6bfc65a5f5d,14ed53b9-6ae5-4de3-a91d-f36c6c23eeef,2024-02-23,Savings,Deposit,82.9,TRUE,15
bc2da822-27e3-4425-bb1d-72a285fb14f0,0694960c-86c0-4e30-80ec-28425671e497,2024-03-26,Savings,Transfer,246.82,FALSE,23
5b8cba62-dca0-4935-b229-17b8fb55467b,49cf1c24-20a2-440c-97f6-44d9c353e95f,2024-02-18,Savings,Deposit,1016.12,FALSE,22
e9c87b23-8b15-4a72-a46b-c8c79cc414f2,cf7ee6b4-2c1c-46a7-8808-f186f2f91f65,2024-03-27,Savings,Withdrawal,75.56,FALSE,29
13d6efc5-880c-4333-926c-35598b9b3dfb,d016ee83-d2fd-4768-af21-91370b098eae,2024-01-23,Credit Card,Deposit,224.18,FALSE,22
92862c9c-8c7b-4a2c-b7a5-c4172e4b6661,cbfefdbc-11d0-4c9e-bc08-9481c96e4440,2024-03-19,Savings,Withdrawal,371.98,TRUE,1
fc6a443b-e4fc-4ec2-a4f2-dfe1f24dd293,ee441ad9-509c-46ae-8847-57ff9fd59c8c,2024-03-13,Credit Card,Deposit,494.93,FALSE,29
5afa8bc2-7148-4345-95f5-ac4fa2f900d7,44aaafd7-ca3c-4dd6-9ae0-52f572f60952,2024-02-08,Savings,Repayment,253.12,FALSE,16
435d9e45-b52d-497e-bccf-268a833d6f9a,c102f343-feec-469e-ac0b-4bf722d7c6ee,2024-02-21,Loan,Transfer,66.71,FALSE,5
ccaa7a84-6cdc-44b1-8e63-26540c89d369,9e4e55b8-da77-4a61-bb1f-24aed38a9f37,2024-03-11,Loan,Transfer,78.99,FALSE,26
0624bd17-8413-4734-bb90-438c417fd6a2,86f31468-89f1-4065-86f2-661ec3bad8a8,2024-01-01,Loan,Repayment,4.2,FALSE,3
cd7994f9-e4f4-45ac-9266-ff142d7a6b48,5f94602b-e3f1-4321-bea4-88a6f8d17225,2024-02-08,Loan,Repayment,286.16,FALSE,23
16434a96-c6b3-4ddd-99d7-22f4e79bdc52,a42fcfba-edf9-4493-bf56-44bf71f1b0b7,2024-02-06,Credit Card,Transfer,8.74,FALSE,10
ba6a0a98-eecf-4e06-a07d-1f82c0b47d0e,d676e249-7138-42d0-9b9c-a0ba9344cb61,2024-01-27,Credit Card,Repayment,399.98,TRUE,19
a82798a0-dc28-423c-a377-e1069f069c2c,a13759e7-ebdf-4d6a-89ec-498aabbf3de1,2024-02-25,Savings,Withdrawal,25.26,FALSE,5
be75eb84-74bb-444d-a835-d93526ef01eb,5bd9598c-9014-47be-acc4-7a5b7ccf981b,2024-03-15,Loan,Deposit,37.72,FALSE,7
a525f978-b68a-4e99-9f3d-4cea687294f5,36f835d0-40a4-4b58-87a1-75a39277f46a,2024-03-18,Credit Card,Transfer,129.45,FALSE,14
830db890-3e27-4491-bc0f-2c5163bcb9a0,a3069a9b-56cd-4ded-9c4e-39cdd6f87630,2024-03-24,Savings,Repayment,267.79,TRUE,3
5acfbfea-5b96-443b-a65b-2989ac850039,6af67ab0-fc1c-4863-be57-7b96c4f6e3ff,2024-02-11,Savings,Withdrawal,29.93,TRUE,13
e7a8935b-b84b-44f4-bf73-279ef90f7955,71d59aea-911c-446a-9b94-19f7ef7c7aaf,2024-02-29,Credit Card,Transfer,115.99,TRUE,13
e772f3c3-ac3d-4371-bdbb-19d49d02d40b,f6c40bcb-c791-4f4f-b113-0c226c64f08b,2024-02-26,Loan,Repayment,131.88,FALSE,10
1d0309b4-1dcd-4d41-a89b-93d6b9775f13,39586d83-4bbe-4e85-a9a7-2aa45c348c65,2024-02-26,Savings,Transfer,47.72,FALSE,2
4dbe2cfb-bd6b-414a-a57b-b27520f226d9,24bb3971-9e38-48ae-9b42-9f53a449cc4b,2024-03-27,Loan,Repayment,24.56,FALSE,6
f4a04cca-b8c3-4bfd-b39e-a4ef59cc54f7,0036471c-c2ad-4c44-834c-d7aa0f8d0552,2024-01-28,Loan,Transfer,362.09,TRUE,8
7590b293-88b6-41e7-b104-f4c131592f52,2099de82-e67b-433e-844e-b3e593815b5c,2024-03-06,Loan,Withdrawal,139.62,FALSE,4
4c4ecd5e-37f8-4f35-8ae0-ccf17cd477a2,e3d384a2-375f-4518-ae17-f9195934c27a,2024-03-01,Savings,Withdrawal,2.9,TRUE,25
ffea383b-07b5-4d2c-a591-c343fcd80cff,d4ce29ff-b4f6-40bf-b9c9-dcaa916ed5c1,2024-01-22,Loan,Deposit,324.89,TRUE,12
6a0eed8a-dc2d-4e1e-9978-fe48caa523ed,8f08528b-0d03-4da0-bd11-32419626ed86,2024-03-25,Savings,Transfer,790.5,TRUE,28
b599ffb6-b5b4-4830-b948-97a983744b67,c2d10d8d-d41a-463b-aa64-22ce6262af58,2024-01-11,Loan,Deposit,186.24,TRUE,15
dda067eb-d1a9-447e-a22d-b8d82ac11cad,ca4dd150-5bc2-4ca6-bd34-f1c04e5a87af,2024-02-06,Savings,Transfer,140.12,TRUE,8
f72a8c55-493f-41bb-9cf3-4cfd05de894f,9f2ebdbc-1e81-48db-bfed-b90d3fd9e481,2024-03-06,Loan,Repayment,421.43,FALSE,7
113bb71f-a2e5-4b03-bf27-c2bc7086cb6b,aa9a5151-3bac-4c1d-90e7-d1c3fa1b5c00,2024-03-25,Credit Card,Repayment,609.48,FALSE,14
dd1ef932-4b17-49db-909d-10ba5d024651,cf7ee6b4-2c1c-46a7-8808-f186f2f91f65,2024-03-22,Loan,Deposit,280.92,TRUE,23
b343e0c3-7072-4557-922d-8df4a1b023ef,dadd3287-0739-488d-9099-fb21ec1bf246,2024-03-20,Loan,Transfer,117.92,FALSE,19
5fe15303-a2b2-43fa-90a9-a2a3c0fa930d,94acfcee-13de-418e-a9ff-c0e4eab72ade,2024-02-12,Savings,Deposit,179.41,FALSE,14
e6a04362-427a-4afd-b2ef-614e09215678,16b38b3a-d55d-4656-a986-be4b00b8ba89,2024-01-12,Savings,Withdrawal,241.42,TRUE,22
61092d76-44df-4d8f-9531-ed638d78da0b,da3e6864-e4d6-444f-8ba8-e59d61259065,2024-01-31,Loan,Deposit,43.2,TRUE,13
497f6a01-447b-4b52-a6e9-353febe8209d,0f1d9483-0f03-48d0-b6bd-16ffe0648543,2024-03-27,Credit Card,Deposit,118.55,FALSE,29
06164a4b-f93f-4593-9fa2-ea836dd02311,d676e249-7138-42d0-9b9c-a0ba9344cb61,2024-02-09,Credit Card,Repayment,354.18,FALSE,21
bc6431fa-d556-4492-aee3-d61ec0c97af3,1de113c8-3e18-4d7f-b9e6-4025bc05571e,2024-01-29,Savings,Deposit,212.68,FALSE,1
6baf0dba-079c-436e-a909-62fd18b0b4c5,6ae942fb-9fd5-4496-a9d2-1633df3951cf,2024-01-26,Credit Card,Transfer,105.94,FALSE,27
67669f34-4341-4152-a0a7-c7e9a8aeee1e,3a25e245-3c11-403c-9430-a2fa71f51379,2024-01-19,Loan,Repayment,217.75,TRUE,19
24764c9b-c687-4cc3-8377-699075d42914,2659aba5-816d-4582-aff3-ff788a8c4cc3,2024-01-04,Savings,Deposit,25.16,FALSE,29
2e86e462-ba98-4c75-a1b0-b5861e0bb7da,88f5b7ac-b90c-4bef-89a8-0c8bdd5465d3,2024-01-06,Loan,Withdrawal,102.66,TRUE,28
06967e00-a882-4253-b3f3-a466057ff1ea,b539ddb8-a374-48b1-9105-65ce4444accb,2024-02-01,Savings,Deposit,315.13,TRUE,1
b33ced63-8577-4759-b848-e8d55d0a1e5b,cd0b94a3-ddf4-415a-930b-75bd7b14049a,2024-03-01,Savings,Deposit,49.82,FALSE,4
6756183e-64c7-4758-8cc0-ee89a8faa13d,426ba4fa-9ace-4edd-805e-b88ac3f8289e,2024-03-19,Savings,Deposit,41.15,FALSE,10
2b3d687e-da60-4b8c-948e-49d9abe5e4fd,f17065a9-a5e9-4054-aaf0-74006ae50b46,2024-01-10,Savings,Repayment,602.45,FALSE,3
a4225c70-8a50-49d5-a15d-97fb9e729752,ad40abeb-ab3a-4ded-925c-5e8423ba31bd,2024-02-28,Credit Card,Transfer,47.12,TRUE,27
8f6c6aac-3675-4170-a9a0-6ce5260ac453,88a2e7c7-abf8-4af7-ba48-bbe9f7f5b473,2024-02-23,Loan,Withdrawal,60.47,TRUE,20
a588005c-5661-4736-9535-c8f347f91de6,6aca10de-18d5-4cee-b110-b7075914ecc5,2024-03-21,Loan,Deposit,698.77,TRUE,9
0e8b9372-27ca-49fb-906b-a1fe2f60d500,ef36fa9e-b2a0-4a81-ac28-2e9fd90b50e6,2024-03-14,Loan,Transfer,265.39,TRUE,3
37366206-4604-467b-8e4f-a6d08595e24f,94acfcee-13de-418e-a9ff-c0e4eab72ade,2024-01-25,Savings,Transfer,240.53,FALSE,28
f8a0a1d9-b3e4-4eca-a473-26490ed4cab6,c36a63ef-5f73-451f-b477-ac2283c552b6,2024-03-30,Credit Card,Repayment,383.36,TRUE,6
74342f19-9a21-4236-81b5-5c9789ef21c5,6186415a-a8fb-4e35-bf1a-52715b6d5b3e,2024-02-19,Loan,Withdrawal,24.62,TRUE,6
edb0c3fb-3e64-4674-91ca-e9b65eec052d,95dc007d-1bdd-4912-a216-a51d17929e6f,2024-03-04,Credit Card,Repayment,244.81,FALSE,23
a913624d-c4f8-4eab-9db1-3289bb9854a8,f8d814b6-46c8-4118-a4c9-29a78e34e93e,2024-02-21,Savings,Transfer,140.11,TRUE,25
a0ef35fc-3659-46e2-9194-30c6556b4082,32552244-6081-4286-ac24-e964ff9f7638,2024-02-01,Loan,Transfer,353.39,TRUE,12
1679e87c-d9ac-4bed-887b-f4c42654973d,4c5a2f32-f031-426c-8dc1-996329bc5abe,2024-01-19,Credit Card,Transfer,141.91,FALSE,23
354f9c10-c7cd-4cda-95d9-dd798cc1b5a7,54478c5e-dcd4-4aa6-9e30-2f21dde0959a,2024-03-24,Savings,Repayment,193.64,TRUE,1
72fe7e2d-8dba-4ba7-a4fa-4c3e8b70e364,659a0763-5da4-4a9e-bc54-e3e730c1f30a,2024-03-29,Credit Card,Withdrawal,129.92,TRUE,16
7b05d968-65d1-4d4c-b06c-eff63b5ace98,3d9ee783-523c-4644-9abc-16eeadaf9de2,2024-01-01,Loan,Deposit,130.08,TRUE,24
0357f18f-e627-4923-8821-45fad8b1ad78,ff29aaab-cf57-4265-9a76-80446497be18,2024-01-14,Loan,Repayment,292.18,TRUE,5
e14b1371-afcb-44fe-96eb-19436cde672a,e64ce0ea-a494-43c4-9f4c-f368f55ec413,2024-02-24,Savings,Transfer,198.08,FALSE,9
2dcc85f5-5d78-4700-8016-498780486d7b,75dfc50d-715a-457e-8172-854d9d937909,2024-01-29,Savings,Repayment,200.62,TRUE,10
176420ba-f017-4bd3-87f5-76cdedb304d0,3910ee2e-8293-4328-ad64-bd9adf66a043,2024-01-23,Savings,Transfer,119.67,FALSE,13
2606f069-cc69-4452-bcfa-4f50fe9e1733,e1dfa02b-0698-4b30-9e95-bc335064bdbf,2024-03-30,Credit Card,Deposit,151.48,TRUE,15
65b204f4-32a1-496f-9eed-26bbb4c6d847,1f0e4c7b-7398-4384-be63-c5565475f0ea,2024-03-07,Credit Card,Deposit,273.86,FALSE,12
8c958e04-b261-4353-9e5e-b35e99b79c90,0ff19026-554f-47e8-bdff-9e41120deb5a,2024-02-29,Credit Card,Withdrawal,349.67,FALSE,5
651a1588-398b-419b-8dec-d317b680fcb8,88f5b7ac-b90c-4bef-89a8-0c8bdd5465d3,2024-01-07,Savings,Transfer,238.52,FALSE,5
3f9697ba-465b-4b9d-a3be-05fb184a4641,f815364e-e007-4427-b4d7-bfba5b325307,2024-03-12,Loan,Withdrawal,515.6,TRUE,28
11ff52b3-69a2-49aa-a951-3a9c53d415e4,59550c46-476f-4052-9ffe-46a3874804ef,2024-02-01,Loan,Withdrawal,343.32,TRUE,28
e9d930cc-544d-48ad-a35b-4b132487c9c4,d7c9ceaf-d609-45b7-836b-7c0ec294dfb1,2024-01-16,Credit Card,Deposit,165.05,TRUE,18
1aed3ddf-e072-45d7-9e0a-40a38cd2fba5,38bc5f4a-9da9-4c42-9dc9-d7828dfccebe,2024-02-28,Credit Card,Repayment,222.59,FALSE,12
38e2f552-7d54-470c-afe7-4b54fb9e6f1a,c9a94f01-ab03-4c5c-acd5-a742677834fa,2024-01-18,Loan,Repayment,521.57,TRUE,27
3266b841-219b-4c99-904a-dbcc2ffd4076,5bd9598c-9014-47be-acc4-7a5b7ccf981b,2024-02-29,Loan,Withdrawal,193.08,TRUE,3
87be1fca-8f83-41a0-915d-abc2d2208ead,454b4af8-517f-4692-8d8e-10eb9a3d8297,2024-03-26,Credit Card,Deposit,348.37,TRUE,26
23412ecb-26b7-41dc-b226-bcb3d81b98ba,b539ddb8-a374-48b1-9105-65ce4444accb,2024-03-08,Credit Card,Transfer,233.47,TRUE,25
90b04a89-7dc9-46ce-93e2-450368b42362,97cf5bb3-a0c6-4691-862a-144c7339a731,2024-03-12,Loan,Repayment,160.56,FALSE,7
d3517ca3-28fa-4e27-bcb7-17928026c093,94ebd461-940a-4b21-936d-43ac3475ecf5,2024-03-17,Savings,Withdrawal,55.37,FALSE,17
8f67c2d7-b10e-4309-8332-4580708f9c97,b833ba14-c993-4e95-b7cb-9428978426b1,2024-02-10,Credit Card,Repayment,111.02,TRUE,19
273d723c-b8b3-4ed1-9dd8-7024cb6dc35b,deae79f9-0c1c-48f7-9eaa-b0104ae33a42,2024-02-26,Loan,Repayment,686.8,TRUE,28
724de152-a609-4aa9-86c1-ac81153f3829,6a7eb539-dbaa-4698-a389-4db00485be67,2024-03-19,Loan,Transfer,214.45,TRUE,18
b8e81cc0-d94c-44c3-9809-b4c233d0bbdd,36732d1d-6db6-47a2-9b51-d237c91a32b1,2024-03-05,Loan,Deposit,166.2,FALSE,1
590be3c7-5c87-4c75-8f86-a0383816926b,b2248a5f-226b-4c15-95b0-2b7826018f74,2024-02-24,Loan,Transfer,540.48,TRUE,25
6bfa2ee9-de93-4ad9-bd56-a0c0a0a10dd3,f6b005ea-3260-4f65-bf0c-433d98c3bb92,2024-03-11,Savings,Deposit,176.63,FALSE,24
b8f435cd-df59-47bd-b80b-640485fdbd2e,a26781e8-3fdc-4f2f-b43f-15b898550857,2024-02-27,Loan,Repayment,149.34,FALSE,5
31632a3f-2de1-45c6-aa8d-18074cda9ad5,d9daa547-c8f2-4f76-ae48-85d207cfc049,2024-01-21,Credit Card,Withdrawal,284.85,TRUE,27
a378d0b1-e7dc-49c1-ad04-c9305ffc0d23,e46653cc-6c33-459b-8c7f-2ff4f3e6fe5a,2024-03-01,Savings,Transfer,249.42,TRUE,28
8c0669f1-e599-49e8-8cc9-232a4b4300fe,e70dd736-e5ad-45ae-b821-769ac81f3e18,2024-02-27,Loan,Deposit,42.93,TRUE,2
8f7955ce-facf-46c6-a533-f8788f77ab98,1555f578-aa30-45ad-8afa-5b114723aebe,2024-02-03,Savings,Repayment,127.47,FALSE,1
aa32c3ca-e418-4324-bedb-1f8a85f12565,97c662b2-4df6-46bc-ad30-c5ba23a5303a,2024-02-01,Credit Card,Deposit,127.93,FALSE,7
0a930fff-f6eb-4ec7-ba28-66ce27e0a912,fcb8903f-ffa8-4e13-a9ee-7a104bb1a141,2024-03-22,Loan,Deposit,95.04,TRUE,29
d0918b67-715f-4b84-b0fa-5f35c8b3debb,cfa13661-42e0-4f92-84df-9a7350d1b65d,2024-02-05,Credit Card,Deposit,145.67,FALSE,11
76ca07c6-c6e4-4039-a593-d8dc4904ce36,3f0bab7f-609d-452a-a2bd-cf866a487247,2024-03-07,Loan,Repayment,106.58,TRUE,11
16d4aec0-75a4-4598-aac3-6e3f3e050de5,a13759e7-ebdf-4d6a-89ec-498aabbf3de1,2024-03-03,Loan,Withdrawal,44.47,TRUE,18
524c49b5-25b1-47b3-a8e9-12e9ed6d5b92,73e7ea79-0504-4729-b5f5-1ac889a98486,2024-03-21,Loan,Withdrawal,106.33,FALSE,17
9728e89a-5479-4f2f-b6a8-7580bfb80a3d,bdbe44aa-6b3a-44b5-b751-d09e75fc6987,2024-01-31,Loan,Withdrawal,15,FALSE,2
6c1d8da3-1485-45d5-936c-6f5d0375c2dc,04bd80c5-4dff-4af9-a06e-4e649fab3aa4,2024-02-05,Loan,Deposit,171.5,FALSE,7
7dbb0c88-657e-4d5c-a811-e734bc5727c9,a3a97ba5-5e33-4421-8025-268dc6bfcd14,2024-02-26,Savings,Repayment,384.36,FALSE,7
7530bcf1-36d3-4feb-913f-9b4ceb584e51,81d135d4-a2e2-4490-8025-42db1075bd0e,2024-01-10,Loan,Deposit,258.41,TRUE,10
64bf2939-2017-4529-8f45-8360fe21d4e0,085084bc-d2ed-4e35-8374-526db52e8e9d,2024-02-06,Loan,Withdrawal,89.38,TRUE,22
2c10cc03-6e28-4f98-ae84-d58d617f723d,1fa4fed9-94bd-4f64-bb2e-6b6bba526d2c,2024-01-31,Savings,Withdrawal,18.22,TRUE,21
356231fa-8ef2-4a01-8737-56c8dc803747,4e5e5d9e-c0b1-415f-87ed-9ea495065c24,2024-02-04,Savings,Repayment,45.17,FALSE,3
dada757d-b19f-4be6-9799-938278f5abdf,ea6fb0f7-21ac-419b-886e-d83a5c296076,2024-02-12,Savings,Deposit,157.71,TRUE,12
eb76efdb-1a7a-45b1-87d0-ed63c940b2cf,476ce902-95e8-4817-89d9-7034a28fdffa,2024-02-10,Savings,Transfer,46.4,FALSE,3
07f07aea-b908-4ff4-b3fd-8e333288a9e4,d0821df1-d7b9-4dbe-8076-07970ee35c66,2024-03-10,Savings,Transfer,157.04,FALSE,11
e4d9d0fd-db23-42de-895a-844ad6736eea,89cdbf24-b521-465c-9316-a03ec435c8d3,2024-01-11,Savings,Withdrawal,52.69,FALSE,29
14281889-6071-4126-82f5-4ac2d983eb2d,3d9ee783-523c-4644-9abc-16eeadaf9de2,2024-01-18,Loan,Repayment,377.99,TRUE,12
3e3cd43b-98a2-4cae-960e-37c97d25f5ee,70f76124-adba-4d38-8141-226fb219a6cc,2024-01-20,Loan,Deposit,101.26,FALSE,25
691e0829-835e-4e6e-8c1b-62b8f0927fbc,c9d33854-0d00-4e5b-9616-c1c75ee06509,2024-01-30,Credit Card,Deposit,56.35,FALSE,4
1e447573-3163-4b52-bd9e-4bfeaf449a13,c30a4fee-889a-483b-9a89-771c8e03605a,2024-02-19,Loan,Withdrawal,334.61,FALSE,25
77aceb31-299e-4dec-a97c-9f1cc7f6c585,fec04489-3a7e-4701-80c5-766776c41dda,2024-03-29,Loan,Withdrawal,83.97,FALSE,16
72b03c7d-2e9a-4cc1-a4ab-7901ee41e347,24bb3971-9e38-48ae-9b42-9f53a449cc4b,2024-01-20,Savings,Deposit,23.64,FALSE,20
c6d8b90d-7c63-4ba2-a9ce-4777d9c78b6c,e8a74ab0-fef0-4125-bcce-37b358ef5c14,2024-03-31,Savings,Deposit,168.98,FALSE,18
1b29ebe6-548e-415f-8b2f-6eca277499b2,769f33d8-c00d-48cb-901c-c8fb49ff2c54,2024-01-28,Loan,Withdrawal,174.25,FALSE,4
0ca17082-a94c-48b2-bba0-2f8ccc8c8083,e349bb99-413b-4992-8ea2-4a6b7c9ca2f8,2024-01-09,Credit Card,Deposit,250.84,FALSE,22
87c580aa-1f9d-4435-bdf9-1ec8c3ef9173,2b5489c5-93ae-48cc-8cea-c2d9b72cd903,2024-02-23,Savings,Transfer,54.95,FALSE,6
2036f077-b9a5-4722-95f3-c14fdf642092,fec04489-3a7e-4701-80c5-766776c41dda,2024-02-22,Loan,Withdrawal,117.32,FALSE,21
d42320aa-2afa-4dc2-9ac2-ea063ceb8aa6,71d59aea-911c-446a-9b94-19f7ef7c7aaf,2024-02-12,Loan,Deposit,66.36,FALSE,15
5d544f6c-350a-4da7-a32d-cacc8dcaf9ad,0d7d68c9-e4df-4a33-bdb4-51ace99d6f4f,2024-03-10,Credit Card,Withdrawal,16.88,FALSE,1
